"TreeNo","NoRates","RootState","NoGains","NoLosses","MaxAgeStartLich","MaxAgeEndLich","GainNodeBegin_1","GainNodeBegin_2","GainNodeBegin_3","GainNodeBegin_4","GainNodeBegin_5","GainNodeBegin_6","GainNodeBegin_7","GainNodeBegin_8","GainNodeBegin_9","GainNodeBegin_10","GainNodeBegin_11","GainNodeBegin_12","GainNodeBegin_13","GainNodeBegin_14","GainNodeBegin_15","GainNodeBegin_16","GainNodeBegin_17","GainNodeBegin_18","GainNodeBegin_19","GainNodeBegin_20","GainNodeBegin_21","GainNodeBegin_22","GainNodeBegin_23","GainNodeBegin_24","GainNodeBegin_25","GainNodeEnd_1","GainNodeEnd_2","GainNodeEnd_3","GainNodeEnd_4","GainNodeEnd_5","GainNodeEnd_6","GainNodeEnd_7","GainNodeEnd_8","GainNodeEnd_9","GainNodeEnd_10","GainNodeEnd_11","GainNodeEnd_12","GainNodeEnd_13","GainNodeEnd_14","GainNodeEnd_15","GainNodeEnd_16","GainNodeEnd_17","GainNodeEnd_18","GainNodeEnd_19","GainNodeEnd_20","GainNodeEnd_21","GainNodeEnd_22","GainNodeEnd_23","GainNodeEnd_24","GainNodeEnd_25","GainBegin_1","GainBegin_2","GainBegin_3","GainBegin_4","GainBegin_5","GainBegin_6","GainBegin_7","GainBegin_8","GainBegin_9","GainBegin_10","GainBegin_11","GainBegin_12","GainBegin_13","GainBegin_14","GainBegin_15","GainBegin_16","GainBegin_17","GainBegin_18","GainBegin_19","GainBegin_20","GainBegin_21","GainBegin_22","GainBegin_23","GainBegin_24","GainBegin_25","GainEnd_1","GainEnd_2","GainEnd_3","GainEnd_4","GainEnd_5","GainEnd_6","GainEnd_7","GainEnd_8","GainEnd_9","GainEnd_10","GainEnd_11","GainEnd_12","GainEnd_13","GainEnd_14","GainEnd_15","GainEnd_16","GainEnd_17","GainEnd_18","GainEnd_19","GainEnd_20","GainEnd_21","GainEnd_22","GainEnd_23","GainEnd_24","GainEnd_25","LossNodeBegin_1","LossNodeBegin_2","LossNodeBegin_3","LossNodeBegin_4","LossNodeBegin_5","LossNodeBegin_6","LossNodeBegin_7","LossNodeBegin_8","LossNodeBegin_9","LossNodeBegin_10","LossNodeBegin_11","LossNodeBegin_12","LossNodeBegin_13","LossNodeBegin_14","LossNodeBegin_15","LossNodeBegin_16","LossNodeBegin_17","LossNodeBegin_18","LossNodeBegin_19","LossNodeBegin_20","LossNodeBegin_21","LossNodeBegin_22","LossNodeBegin_23","LossNodeBegin_24","LossNodeBegin_25","LossNodeEnd_1","LossNodeEnd_2","LossNodeEnd_3","LossNodeEnd_4","LossNodeEnd_5","LossNodeEnd_6","LossNodeEnd_7","LossNodeEnd_8","LossNodeEnd_9","LossNodeEnd_10","LossNodeEnd_11","LossNodeEnd_12","LossNodeEnd_13","LossNodeEnd_14","LossNodeEnd_15","LossNodeEnd_16","LossNodeEnd_17","LossNodeEnd_18","LossNodeEnd_19","LossNodeEnd_20","LossNodeEnd_21","LossNodeEnd_22","LossNodeEnd_23","LossNodeEnd_24","LossNodeEnd_25","LossBegin_1","LossBegin_2","LossBegin_3","LossBegin_4","LossBegin_5","LossBegin_6","LossBegin_7","LossBegin_8","LossBegin_9","LossBegin_10","LossBegin_11","LossBegin_12","LossBegin_13","LossBegin_14","LossBegin_15","LossBegin_16","LossBegin_17","LossBegin_18","LossBegin_19","LossBegin_20","LossBegin_21","LossBegin_22","LossBegin_23","LossBegin_24","LossBegin_25","LossEnd_1","LossEnd_2","LossEnd_3","LossEnd_4","LossEnd_5","LossEnd_6","LossEnd_7","LossEnd_8","LossEnd_9","LossEnd_10","LossEnd_11","LossEnd_12","LossEnd_13","LossEnd_14","LossEnd_15","LossEnd_16","LossEnd_17","LossEnd_18","LossEnd_19","LossEnd_20","LossEnd_21","LossEnd_22","LossEnd_23","LossEnd_24","LossEnd_25","LossNodeBegin_26","LossNodeEnd_26","LossBegin_26","LossEnd_26","LossNodeBegin_27","LossNodeEnd_27","LossBegin_27","LossEnd_27","LossNodeBegin_28","LossNodeEnd_28","LossBegin_28","LossEnd_28","LossNodeBegin_29","LossNodeEnd_29","LossBegin_29","LossEnd_29","LossNodeBegin_30","LossNodeEnd_30","LossBegin_30","LossEnd_30","LossNodeBegin_31","LossNodeEnd_31","LossBegin_31","LossEnd_31","LossNodeBegin_32","LossNodeEnd_32","LossBegin_32","LossEnd_32","LossNodeBegin_33","LossNodeEnd_33","LossBegin_33","LossEnd_33","LossNodeBegin_34","LossNodeEnd_34","LossBegin_34","LossEnd_34","LossNodeBegin_35","LossNodeEnd_35","LossBegin_35","LossEnd_35","LossNodeBegin_36","LossNodeEnd_36","LossBegin_36","LossEnd_36","LossNodeBegin_37","LossNodeEnd_37","LossBegin_37","LossEnd_37","LossNodeBegin_38","LossNodeEnd_38","LossBegin_38","LossEnd_38"
385,"2Rate","Non",18,4,308.201018,248.62,320,322,333,398,404,408,412,413,401,494,502,503,511,510,566,578,596,598,NA,NA,NA,NA,NA,NA,NA,321,323,26,94,405,409,102,414,420,495,194,196,512,514,567,582,289,292,NA,NA,NA,NA,NA,NA,NA,308.201018,307.13431,273.510387,288.463989,181.31,118.419359,47.621794,120.44987,275.12,256.531887,223.80819,192.623947,204.591822,213.16,226.390752,91.6016229999999,94.4799999999999,47.1369499999999,NA,NA,NA,NA,NA,NA,NA,243.81769,215.629999,0,0,46.92,79.05,0,61.6399999999999,248.62,198.265465,0,0,131.777478,147.39,139.28,57.8616419999999,0,0,NA,NA,NA,NA,NA,NA,NA,431,437,441,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,130,145,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.64854,183.297052,158.312389,168.839432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,"2Rate","Non",18,5,305.49,248.62,321,325,340,341,354,359,362,366,351,376,427,437,503,575,576,584,591,593,NA,NA,NA,NA,NA,NA,NA,322,326,30,35,44,360,51,58,67,377,428,131,504,270,577,585,285,594,NA,NA,NA,NA,NA,NA,NA,305.49,277.162206,86.770908,70.369797,201.122787,94.48,142.869894,108.284606,232.278507,206.255774,213.159999,226.125337,293.696197,245.704463,268.26816,181.309999,62.273889,113.401605,NA,NA,NA,NA,NA,NA,NA,122.58,197.182851,0,0,0,73.89,0,0,0,139.279999,187.962922,0,248.62,0,225.405986,116.879999,0,79.049999,NA,NA,NA,NA,NA,NA,NA,516,519,520,530,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,210,211,221,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.841964,132.035563,150.140731,102.892232,85.284348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,"2Rate","Non",16,4,308.74019,248.62,318,318,338,346,349,371,410,411,415,417,438,439,443,429,518,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,339,347,350,58,101,412,416,418,129,440,444,448,519,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.627769,269.627769,88.660945,213.16,189.23,112.306295,186.914388,244.093937,181.560839,94.48,85.028364,127.4,126.268798,275.12,308.74019,293.419656,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,63.442698,99.974525,147.39,0,0,139.280001,100.728264,73.89,0,79.05,116.88,248.62,215.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,460,467,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,150,166,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.117204,180.211359,154.188888,164.623443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,"2Rate","Non",8,18,359.990001,321.130001,310,456,475,470,481,495,497,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,457,164,169,171,179,182,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.990001,232.302148,87.8186410000001,131.211842,213.673993,74.206667,94.1004360000001,188.340779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.130001,194.623647,0,0,0,0,0,139.280001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,313,381,399,429,435,446,454,459,460,552,557,564,569,575,577,579,563,NA,NA,NA,NA,NA,NA,NA,312,314,74,87,120,133,136,455,146,461,553,249,565,260,576,268,271,580,NA,NA,NA,NA,NA,NA,NA,321.130001,305.490001,241.735702,109.426061,186.72209,134.210204,125.361032,265.010001,76.8473520000001,186.334244,250.038097,189.230001,226.420001,141.85025,127.400001,120.800487,77.2368440000001,255.200001,NA,NA,NA,NA,NA,NA,NA,27.900001,257.610001,0,0,0,0,0,239.450001,0,31.8500640000001,144.568574,0,159.740001,0,48.6117480000001,0,0,80.0000010000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,"2Rate","Non",17,6,296.63,248.62,322,395,395,413,414,411,470,483,490,502,496,505,514,518,518,521,534,NA,NA,NA,NA,NA,NA,NA,NA,323,88,396,106,415,418,471,484,181,190,196,197,205,519,210,213,229,NA,NA,NA,NA,NA,NA,NA,NA,296.63,274.387568,274.387568,68.877172,127.399999,181.309999,213.16,235.176907,185.102364,83.819094,143.253574,184.551032,192.660661,160.885379,160.885379,128.770409,245.16343,NA,NA,NA,NA,NA,NA,NA,NA,248.62,0,235.186634,0,79.049999,116.879999,203.63913,139.28,0,0,0,0,0,94.480001,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,372,375,377,379,420,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,68,70,71,114,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.260988,186.016195,163.423543,163.066577,98.6993,75.070875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,"2Rate","Non",6,13,305.490001,296.630001,310,413,434,476,509,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,102,435,477,201,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.490001,181.942931,153.474826,189.989273,97.998874,53.873079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.630001,0,98.0699999999999,152.389138,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,381,388,392,393,383,408,479,492,498,528,539,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,382,82,84,394,397,409,168,184,500,221,228,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.134774,255.2,86.215077,68.977469,127.4,226.42,265.010001,61.190025,189.230001,237.996247,148.44476,138.914981,184.965018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79.9999999999999,0,0,110.568521,159.74,259.044627,0,0,202.993953,0,0,149.052191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,"2Rate","Non",17,5,301.795286,248.62,312,321,371,370,373,374,405,401,413,414,424,436,438,507,512,511,504,NA,NA,NA,NA,NA,NA,NA,NA,313,322,60,61,62,378,94,103,107,415,425,129,197,508,205,513,521,NA,NA,NA,NA,NA,NA,NA,NA,289.574068,232.974273,73.665977,94.48,125.223818,116.642646,88.7112529999999,124.002369,228.990792,213.16,301.795286,197.615165,273.619234,127.4,76.8214599999999,156.808653,268.176782,NA,NA,NA,NA,NA,NA,NA,NA,229.979398,139.28,0,0,0,98.07,0,0,0,203.715875,215.63,0,0,79.05,0,116.88,248.62,NA,NA,NA,NA,NA,NA,NA,NA,515,567,568,582,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,260,261,275,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7560799999999,152.481866,171.177235,93.8761089999999,96.492493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,"2Rate","Non",18,5,304.61698,248.62,320,321,318,396,405,478,479,481,494,493,557,559,566,572,588,587,483,598,NA,NA,NA,NA,NA,NA,NA,13,322,325,397,406,173,480,482,188,189,249,253,567,573,281,282,589,294,NA,NA,NA,NA,NA,NA,NA,65.651714,127.4,181.31,287.31842,279.00581,304.61698,280.224858,265.01,63.862679,91.186695,98.0700000000001,64.885631,213.160001,208.207181,62.432227,94.480001,264.674222,136.810785,NA,NA,NA,NA,NA,NA,NA,0,79.05,116.88,222.47648,248.62,0,212.76008,139.28,0,0,0,0,147.390001,122.970898,0,0,118.121792,0,NA,NA,NA,NA,NA,NA,NA,326,412,416,414,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,102,114,119,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.16237,193.019547,154.188648,169.283899,94.319712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,"2Rate","Non",17,7,325.954687,253.893255,319,322,394,399,404,412,415,418,431,438,433,495,499,505,505,520,533,NA,NA,NA,NA,NA,NA,NA,NA,15,323,395,92,405,414,108,419,432,124,129,184,187,506,515,213,227,NA,NA,NA,NA,NA,NA,NA,NA,325.954687,296.63,281.697257,260.81416,181.31,127.4,58.228375,273.715032,189.321614,113.999455,163.352455,98.0699999999999,55.3475999999999,246.12996,246.12996,234.50068,231.952266,NA,NA,NA,NA,NA,NA,NA,NA,0,248.62,253.893255,0,116.88,79.05,0,247.625895,139.28,0,0,0,0,213.160001,228.27046,0,0,NA,NA,NA,NA,NA,NA,NA,NA,365,368,366,388,406,509,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,55,70,78,100,205,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.340631,157.716787,170.85105,104.334674,94.963449,189.230001,68.852561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,"2Rate","Non",7,16,359.99,321.13,310,405,431,438,436,441,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,406,118,124,128,130,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.99,205.897562,113.293507,74.094193,88.498357,175.191054,216.921671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.13,164.245394,0,0,0,0,139.279999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,385,389,396,397,408,412,406,497,507,509,515,516,521,321,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,75,79,88,398,409,98,100,198,508,510,205,518,212,534,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.449825,142.904834,153.507136,284.447274,265.01,144.102781,62.1460680000001,164.245394,213.16,255.199999,226.419999,43.774741,127.399999,61.992441,305.49,321.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.965218,0,0,0,239.45,30.8487270000001,0,0,0,79.999999,159.739999,0,97.230001,0,257.61,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,"2Rate","Non",10,10,301.684806,284.305522,310,339,411,488,484,495,499,516,519,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,340,104,176,182,496,501,517,209,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.684806,286.889428,290.077052,68.3260289999999,95.800465,215.889763,233.073062,177.211025,176.770626,128.899411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.305522,248.62,0,0,0,139.279998,225.227285,94.48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,322,325,326,357,359,370,375,506,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,12,15,328,44,45,57,64,204,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.42,103.714796,73.3903120000001,127.4,181.695177,158.627876,96.715628,135.966655,189.229998,60.6288749999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.74,0,0,91.145432,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,"2Rate","Non",13,9,338.020556,274.576386,390,393,404,400,321,414,416,417,423,422,495,521,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,81,91,99,410,105,107,418,424,426,496,522,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.456573,176.202238,93.9040780000001,133.900462,257.641693,234.398784,190.892995,190.447185,198.071213,213.159999,295.27165,290.966685,338.020556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.28,0,0,0,201.175865,0,0,159.588302,108.164538,147.389999,274.576386,248.62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,509,513,514,505,533,543,545,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,200,204,516,518,223,233,234,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4800000000001,92.753522,72.4201060000001,127.4,226.42,176.985469,150.991083,128.732675,165.004189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,94.9838370000001,159.74,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,"2Rate","Non",5,22,359.989999,321.129999,309,542,562,586,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,543,254,279,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.989999,181.394434,139.825977,62.032628,86.533967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.129999,124.921543,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,323,326,332,337,338,341,354,358,356,372,414,424,489,495,499,496,494,543,493,573,597,NA,NA,NA,16,324,327,24,30,340,36,45,46,57,63,415,425,490,188,190,500,501,234,557,574,297,NA,NA,NA,278.664425,255.199999,226.419999,93.654447,136.916025,127.399999,62.727906,172.366954,127.2914,163.016371,126.574139,48.663853,297.100416,296.320373,238.729572,71.7575429999999,194.273679,243.808449,124.921543,254.790018,251.827603,205.572813,NA,NA,NA,0,79.999999,159.739999,0,0,72.010677,0,0,0,0,0,8.835983,267.222182,27.899999,0,0,50.0273299999999,234.78411,0,238.359992,205.745192,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"1Rate","Non",6,14,305.49,296.63,313,415,420,431,444,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,416,108,123,445,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.49,203.45454,158.053965,142.29052,87.536502,124.467512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.63,181.19642,0,0,51.7673380000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,332,336,337,343,343,352,346,418,419,464,475,477,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,27,28,339,344,37,43,358,105,420,155,166,167,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.420001,96.1149310000001,63.0576110000001,127.400001,264.462442,264.462442,189.229999,265.009999,69.264759,173.826425,138.017804,178.328062,158.025977,122.598439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.740001,0,0,101.681633,80,0,0,252.314917,0,158.053965,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
